CustID,MoB,MaxBalance,PchActiveMths,FinCharges,OnlineTxn,PaytoBalance,OfflinePay,ActiveCards
C#27158918398390,292,430.16,9,14.82,47.90,73.18,4.01,2
C#49576730613379,125,429.70,4,43.73,50.75,21.27,1.14,9
C#8354823003654,147,440.22,3,31.24,34.48,28.56,2.66,8
C#86497933400491,155,231.88,6,22.88,11.89,23.25,36.03,4
C#35478786747829,130,228.24,2,35.52,54.36,20.90,2.51,5
C#61953910904617,208,455.57,13,14.56,73.40,38.34,5.93,2
C#96517380240947,148,211.78,2,24.11,57.81,24.66,1.36,2
C#40242756995207,96,156.23,1,14.29,63.51,27.50,1.69,2
C#33949671176626,141,384.52,4,21.13,8.74,22.20,40.76,3
C#71306607585987,150,159.72,2,0.68,26.15,9.93,0.58,2
C#78181976993023,181,146.51,5,7.14,8.69,29.10,38.64,3
C#11820438703006,140,401.75,8,15.37,30.86,51.48,7.18,3
C#52993469462922,229,211.11,9,12.68,40.98,57.88,3.50,3
C#43397692616201,121,111.10,1,1.51,53.77,16.40,1.21,4
C#70656744282247,63,335.10,3,25.28,33.41,19.49,1.88,7
C#69592476675428,57,227.48,4,13.48,46.32,18.53,1.44,3
C#3038644218204,143,359.88,9,11.70,34.99,72.29,4.44,2
C#86197318938178,127,219.69,4,20.72,67.50,21.53,1.53,2
C#24235632052965,156,319.44,3,24.04,9.12,32.02,35.63,3
C#22017601030678,203,1976.32,10,243.68,17.86,20.15,11.37,6
C#42733222021416,106,113.20,1,1.16,39.94,10.90,1.17,2
C#45245894334151,286,94.85,4,16.79,8.32,24.72,37.76,1
C#44596184265389,162,172.20,4,15.83,28.60,21.98,1.00,2
C#47193342794590,124,267.99,3,9.61,32.00,78.72,7.57,3
C#77734980382994,146,335.62,4,18.07,11.41,23.37,33.94,4
C#22376351012910,213,279.69,10,9.33,37.02,84.99,6.21,1
C#25778940322357,82,127.84,1,0.93,25.37,16.65,0.82,2
C#63070625791306,107,122.53,1,16.51,49.73,15.47,1.24,3
C#5844047471895,165,53.87,4,14.20,34.12,19.72,1.43,3
C#26497568044863,129,159.10,3,17.42,11.22,21.88,25.16,4
C#92359013608406,211,210.12,2,26.60,6.17,27.66,25.83,1
C#24222090796882,138,1323.10,7,267.08,36.52,15.74,8.59,5
C#19153206577493,89,69.19,1,0.83,58.51,14.05,1.14,2
C#54829235011247,210,326.31,10,12.20,46.12,46.81,6.21,3
C#12097337801340,110,329.59,11,11.75,39.45,94.53,6.50,3
C#75759212636610,188,298.16,2,18.26,10.49,19.66,33.22,3
C#43352862503784,165,313.94,9,14.22,44.67,91.04,4.99,3
C#39202815372102,141,147.49,2,11.83,62.56,14.82,1.39,1
C#1555516275458,116,352.76,5,47.33,35.95,19.40,2.25,11
C#74039873196167,92,167.14,3,16.18,46.97,20.13,1.18,2
C#63166971253979,112,159.51,4,12.15,55.15,21.24,1.84,2
C#3553289181384,79,353.24,5,33.22,13.54,26.22,37.71,3
C#38921297714770,105,148.53,3,11.09,58.71,22.75,1.06,2
C#83906502349486,80,541.17,4,39.83,39.56,19.96,2.45,6
C#46968509701087,107,2018.86,6,84.02,36.40,14.64,4.31,6
C#59661914851274,131,185.82,4,13.87,37.55,14.20,1.12,1
C#32467638807027,92,1332.99,10,318.03,26.55,17.30,4.50,5
C#270746245571,246,205.70,7,9.60,40.59,73.29,6.64,3
C#42199275286817,88,1347.16,3,206.29,61.65,11.16,7.18,9
C#53734072962621,190,155.37,2,12.98,41.09,24.86,1.59,2
C#82076519475361,86,138.43,2,14.09,38.27,20.65,1.79,1
C#90549797081846,152,1929.39,8,368.80,38.75,21.52,7.30,5
C#81250681118462,106,416.32,5,44.45,38.14,16.49,2.07,6
C#36693493362089,222,372.33,3,30.67,16.15,13.43,39.16,2
C#38195870890395,116,82.62,1,1.22,57.35,12.04,1.12,2
C#18908429622734,140,176.36,2,8.56,24.04,15.32,1.47,2
C#19329667589671,275,325.03,4,22.56,10.63,23.59,38.99,3
C#25709405530047,85,141.59,1,1.03,47.54,13.73,1.02,2
C#39286478462646,105,68.77,1,0.87,63.61,6.80,1.51,2
C#78276308000351,133,288.02,2,17.08,13.03,15.86,39.99,3
C#5387741480748,161,270.04,3,14.08,10.52,23.53,60.25,3
C#97480417963829,146,259.30,6,30.09,29.81,14.71,1.18,6
C#15024089856952,97,232.14,2,16.95,35.29,19.43,1.29,3
C#30240126577714,121,1356.90,8,208.58,21.96,15.81,9.31,8
C#72704950375150,47,323.46,3,52.82,46.85,25.35,2.31,7
C#34308085089489,199,295.31,3,13.17,20.09,26.07,1.39,3
C#94680692514723,127,118.21,1,0.95,53.59,12.80,0.85,2
C#85167156392249,167,1162.89,9,248.36,34.32,14.41,9.57,8
C#70938249821541,155,1345.88,3,271.58,26.45,14.56,9.74,3
C#33836748975170,168,110.47,1,1.00,28.10,11.58,0.84,2
C#11916772335129,135,247.36,9,13.30,41.97,37.10,7.30,4
C#95708067008611,125,93.00,2,1.39,46.70,6.93,0.80,3
C#55998857858852,93,337.42,4,7.42,22.73,23.49,1.16,2
C#56542901357673,186,238.61,4,17.30,56.89,20.98,1.08,2
C#32058836174428,99,359.11,7,30.74,49.27,18.86,1.99,7
C#65646097196678,153,43.42,2,0.32,42.79,9.91,1.06,2
C#1116558907969,120,354.59,9,12.79,33.54,46.00,5.65,3
C#65687607503072,115,191.10,3,11.10,36.00,15.52,1.48,3
C#35674306258949,216,255.80,4,16.85,10.70,29.65,18.53,3
C#31045815915960,147,197.04,3,6.65,43.06,18.88,1.58,2
C#54957764207828,71,599.39,4,40.34,41.64,13.85,2.49,9
C#70273076785428,151,2424.62,8,287.99,29.16,13.02,6.82,6
C#81479514466453,167,358.63,4,34.30,13.84,20.25,26.64,2
C#93971892826505,244,172.26,14,8.10,23.63,52.00,6.83,4
C#6090998178172,161,388.43,4,32.52,21.95,21.17,2.56,11
C#28069811320836,73,151.07,2,1.26,58.37,14.48,0.75,2
C#81642374292052,136,214.36,1,15.43,41.62,30.49,1.44,2
C#77887726040198,150,279.28,6,8.65,12.05,22.88,46.85,3
C#45028210503903,128,475.04,1,24.49,30.75,15.70,2.60,10
C#79921395436636,154,217.32,2,13.43,46.81,19.07,1.30,2
C#80937440381613,111,260.56,2,19.91,56.40,4.59,2.32,2
C#62386183793336,106,169.16,1,0.90,54.35,10.30,1.05,1
C#28003900057557,100,200.42,4,13.82,54.03,24.37,1.99,3
C#72769300374046,185,313.51,3,24.97,7.92,21.25,56.39,4
C#56310848346734,209,279.93,3,25.80,55.45,27.73,0.99,2
C#23537021351365,140,245.55,3,16.22,82.35,17.29,1.13,1
C#16927980934256,238,260.32,4,19.23,15.35,20.71,52.70,2
C#56187904536486,110,132.21,1,1.40,50.16,13.08,1.03,3
C#69102697552487,91,127.17,1,0.72,48.37,13.29,1.06,2
C#58085815285587,275,314.21,8,12.03,34.76,102.71,10.14,3
C#42629076809711,89,1381.94,5,245.32,27.40,21.42,10.56,7
C#69674120456948,108,226.35,2,20.69,57.83,18.45,1.06,2
C#14704502145316,98,55.62,1,0.97,41.52,8.33,0.59,2
C#83550355657682,124,124.61,3,15.64,44.16,22.12,1.91,2
C#60814282050205,126,163.52,3,18.54,32.36,24.34,1.13,1
C#83186541091812,52,126.25,2,0.78,36.10,9.43,0.61,4
C#17239265244227,356,457.01,8,12.30,44.78,91.80,7.38,3
C#72585767782733,268,333.88,4,21.66,21.41,19.94,17.10,3
C#93719768144386,87,212.90,2,17.38,31.69,33.58,1.72,2
C#47148232302277,97,91.38,2,1.45,57.23,9.68,0.51,1
C#65842330735178,131,298.31,3,44.88,26.75,19.25,3.40,5
C#60222187214247,187,225.80,5,11.11,36.13,15.22,1.81,1
C#75257144632869,154,296.88,5,53.01,42.32,26.85,2.15,4
C#12127983803126,225,293.81,1,20.24,13.80,20.66,19.20,3
C#4495931450990,170,349.75,5,21.97,58.03,24.85,2.77,3
C#83809960337088,127,512.71,5,56.89,38.39,17.94,1.89,7
C#55639148877314,189,160.25,3,19.64,13.26,21.47,15.19,3
C#55913516766226,78,98.99,2,0.63,36.74,15.05,1.25,2
C#38866726161094,109,2101.83,6,309.94,40.32,15.90,1.37,4
C#51083784304918,103,138.35,1,0.74,34.87,8.80,0.82,2
C#51120735388524,126,310.63,4,15.86,13.66,35.37,46.39,3
C#64065831760851,107,223.08,2,11.95,46.92,24.14,1.07,1
C#43079656174637,196,318.66,9,15.46,53.83,49.49,5.95,4
C#61097841225073,269,385.44,4,24.03,12.58,20.44,29.32,4
C#80370818900105,201,338.63,9,10.16,37.42,66.59,3.50,1
C#41299685633589,135,265.88,5,23.65,10.29,21.01,56.56,3
C#77557154500279,168,319.88,5,35.78,48.04,19.98,3.17,11
C#15838965160038,74,484.18,4,48.56,47.30,23.49,2.51,7
C#30621384263058,114,139.06,1,0.50,40.23,5.10,1.23,2
C#81725642883569,152,405.74,5,42.02,23.66,21.12,1.82,6
C#15602848851261,106,170.21,3,15.72,43.28,17.97,1.10,1
C#97382595757442,111,278.13,4,19.00,68.77,26.67,1.99,2
C#30611605127202,43,383.96,7,44.87,32.54,20.47,3.44,10
C#57780685760336,188,98.73,1,1.05,60.63,16.10,0.99,2
C#28062416118688,152,115.90,2,1.04,54.28,9.10,0.99,3
C#92099221260100,128,104.14,2,1.05,32.80,15.11,0.73,2
C#85002732869193,124,370.58,3,29.04,35.55,14.03,1.37,7
C#56750118994474,165,233.26,2,17.89,37.95,24.26,1.11,2
C#64742440343112,110,106.24,2,1.13,51.47,13.68,1.34,2
C#52143140727604,146,1727.35,6,184.07,38.71,8.87,6.15,3
C#31983928799035,124,160.52,1,1.42,34.78,13.90,0.96,2
C#70516061067327,157,19.94,1,0.95,50.22,14.39,0.37,2
C#74890524802244,235,350.10,10,16.85,26.56,87.56,7.93,1
C#68167014799275,122,114.00,1,0.66,59.32,12.68,0.89,2
C#5469535620328,90,1310.62,6,265.32,31.31,14.06,6.77,6
C#9457132572166,162,122.73,2,1.30,58.30,10.94,1.00,2
C#30501919107730,180,140.38,2,1.42,29.67,17.74,1.25,1
C#40699165373739,277,187.87,12,9.96,42.97,64.47,5.41,3
C#47585568450784,266,255.58,1,12.42,19.16,20.21,45.18,3
C#35801256892001,122,143.32,1,12.29,48.46,26.46,1.36,1
C#589405813854,114,281.48,8,15.42,44.31,49.45,6.15,2
C#34452490817419,116,244.27,4,31.62,23.77,20.12,2.60,12
C#21720724591411,186,1628.84,10,184.46,37.10,11.99,4.81,5
C#71006123779307,128,208.17,1,22.60,15.96,30.13,40.48,1
C#49367845661484,80,235.21,4,12.45,51.21,26.28,1.38,2
C#51082587638789,113,509.64,3,37.01,38.30,16.48,3.91,7
C#92817179380686,85,193.83,1,17.19,59.97,11.60,0.79,3
C#17750960861852,85,193.39,2,7.26,51.93,15.75,1.56,2
C#98286754515079,80,287.45,5,67.75,33.59,24.77,2.29,10
C#69742999223255,131,364.13,4,49.26,14.84,14.35,1.84,7
C#56146721170570,142,280.56,3,13.52,17.89,20.06,30.64,2
C#45378481931516,109,274.80,2,13.46,47.32,14.66,1.30,2
C#52489433085427,273,208.58,5,17.88,44.98,88.87,5.14,3
C#2459651971831,43,215.68,4,11.55,47.67,11.70,0.93,3
C#38918813333240,126,144.31,2,0.52,34.37,11.12,0.98,2
C#77954350114245,230,226.26,3,23.48,18.54,22.71,33.34,2
C#37454778357406,49,393.68,4,27.98,57.54,25.49,2.32,10
C#85587733063249,119,79.85,2,1.83,52.18,13.41,0.65,2
C#37902211164394,129,262.17,4,12.12,15.32,21.77,2.55,2
C#19907702238957,93,439.77,5,50.67,37.86,17.75,3.53,10
C#3326761337990,167,96.20,1,12.53,52.10,18.30,2.24,3
C#72985616151418,94,153.75,3,18.56,60.17,24.19,1.54,2
C#14948917810567,113,228.10,2,14.68,52.03,21.66,1.10,1
C#86131943601911,82,287.95,1,6.26,28.46,14.61,1.48,3
C#85079356331786,116,175.19,2,1.05,43.86,10.94,0.68,2
C#82090734082071,66,237.55,3,14.32,55.35,20.10,0.98,2
C#76216513400324,73,324.74,2,16.65,53.78,19.60,1.80,2
C#51359567274200,131,207.51,2,5.43,37.92,17.15,1.11,2
C#21479567773855,138,476.98,5,42.55,33.35,26.32,2.07,2
C#97749310257768,136,249.37,4,58.13,30.94,20.44,2.47,12
C#63583621215004,76,321.36,3,46.48,55.45,20.35,2.81,10
C#36430642985905,82,161.48,2,8.44,72.40,26.21,2.01,3
C#12590921934831,110,300.16,3,8.99,28.61,14.22,1.47,2
C#30213813509475,158,293.08,4,26.75,13.30,16.19,16.52,4
C#70094546722564,107,277.04,3,20.82,10.28,30.66,33.61,3
C#35699452945921,116,812.42,6,338.55,54.31,15.61,11.40,7
C#51079051165930,206,1815.71,11,241.40,47.80,18.30,4.79,5
C#32738306729707,154,322.71,4,23.79,12.90,9.47,47.02,1
C#74550632249423,290,389.68,10,4.24,22.79,58.97,3.54,2
C#85490838849037,125,273.35,4,12.75,59.79,16.53,0.51,2
C#56761813028997,126,1028.48,8,198.47,11.30,9.87,9.35,5
C#81181637427500,126,170.10,4,13.34,57.86,13.65,1.41,2
C#14449086099736,191,278.90,3,27.41,13.02,21.62,36.66,3
C#20233794710862,150,1832.15,6,218.16,38.65,12.49,8.70,5
C#95336529817036,148,109.65,2,0.88,42.01,10.10,0.86,1
C#99311909595648,105,107.61,0,1.21,49.89,8.88,1.02,2
C#56959400108457,125,2133.73,9,236.68,54.91,16.49,8.43,5
C#82646399556973,179,256.17,4,9.24,46.17,16.52,1.37,2
C#49080584685245,190,2074.07,8,310.47,50.60,15.98,8.54,3
C#88446516481654,97,110.00,1,0.97,35.15,14.54,0.64,1
C#40197577590275,94,279.42,5,38.80,38.10,15.41,2.66,10
C#23986427294097,103,239.22,4,13.14,53.66,25.09,1.32,3
C#40102378313373,170,430.26,5,26.63,44.15,26.33,2.52,11
C#62819547142596,211,360.51,8,262.24,39.77,13.52,9.48,3
C#68135742121501,240,173.26,4,9.39,14.75,9.17,36.96,3
C#64536571408763,222,365.16,6,12.93,49.10,74.75,4.33,2
C#96929145053817,135,136.16,0,0.72,61.77,11.47,0.62,1
C#63923172884038,154,209.21,3,12.37,41.34,14.22,1.11,1
C#97920079620112,58,357.30,3,7.45,66.10,11.58,1.99,2
C#4223528735458,182,351.12,4,30.57,13.43,20.28,32.63,3
C#36673834525077,182,264.96,5,12.50,47.15,82.41,6.29,4
C#82988111851890,119,183.75,4,8.26,24.88,22.55,1.63,3
C#7152668135689,110,315.74,4,54.62,39.88,19.65,2.50,10
C#32272098534805,131,59.79,2,1.40,45.77,6.25,1.29,2
C#35269718492183,251,263.64,5,11.11,42.38,79.18,3.82,3
C#15907350096992,148,600.55,5,43.85,50.25,17.01,2.85,7
C#3694218792152,233,304.51,10,12.17,47.78,69.95,8.19,2
C#67966827457865,175,383.81,1,10.51,17.12,37.56,45.84,3
C#15509655989309,136,332.02,2,18.21,13.47,22.07,24.29,4
C#27634559181809,130,1343.18,8,176.17,47.05,15.55,10.20,5
C#78063218855504,136,195.71,3,13.12,51.01,26.99,0.96,2
C#45101833084628,114,187.52,3,6.29,43.96,19.32,1.27,1
C#78215761793074,132,134.09,3,16.39,43.29,26.52,1.50,1
C#81484596796439,172,125.43,6,8.09,41.88,65.96,7.08,4
C#42482745668137,102,263.48,4,6.19,35.13,18.54,0.96,1
C#81379711394740,119,1606.63,10,231.52,26.90,12.60,9.36,2
C#85106592932407,121,542.24,5,37.90,59.01,18.02,2.45,10
C#78295891105167,136,378.30,3,31.81,36.69,21.27,3.42,9
C#31621956693726,124,247.92,4,17.76,52.13,20.77,1.21,3
C#82583236306056,117,117.27,1,0.92,54.73,9.32,0.49,2
C#50888415146732,217,325.43,6,21.37,10.31,38.80,29.17,3
C#73385299020784,174,987.12,12,154.96,47.25,11.94,10.52,9
C#72124407728177,87,239.73,3,9.81,44.17,17.18,1.40,3
C#38345095402658,101,529.39,4,51.99,69.68,12.59,1.70,10
C#55352754090906,123,114.50,3,15.12,46.90,24.06,1.11,1
C#11181040072793,159,392.02,3,46.07,45.66,20.93,3.80,11
C#49209115569155,176,1939.00,12,378.85,38.78,15.24,9.21,9
C#24005344966298,132,132.97,3,16.46,63.56,14.31,1.80,2
C#7000354066873,75,387.85,4,54.01,50.93,18.68,3.56,8
C#24152219150613,66,285.78,2,13.19,63.51,36.41,0.75,1
C#72330832007557,116,165.02,3,10.75,36.39,16.99,1.12,2
C#52108471987875,99,494.86,5,53.02,50.11,22.04,1.73,7
C#34374727124638,142,258.16,2,15.14,57.19,14.51,1.24,2
C#70886567578504,127,152.16,4,14.18,58.03,15.10,1.88,3
C#72049969773055,164,184.76,1,8.84,51.46,18.86,2.03,3
C#8531430796254,140,174.04,3,15.02,47.87,25.27,0.98,3
C#41805977377151,140,104.80,5,6.50,44.78,14.73,1.94,2
C#57195233229532,126,312.48,11,9.14,35.90,59.33,8.07,5
C#88848846436822,311,129.31,4,27.60,11.71,17.36,33.30,2
C#46137753928044,229,338.10,13,11.46,58.66,43.76,7.41,4
C#98844590396210,246,274.27,1,13.14,38.42,15.99,1.13,2
C#6740504776721,80,177.28,2,19.56,48.43,27.79,1.50,3
C#9063751128383,65,246.96,4,7.55,31.25,13.88,1.36,2
C#40853607971172,71,191.14,4,15.23,37.75,15.47,1.31,2
C#91537190349643,97,391.74,4,46.46,47.53,12.80,3.79,7
C#4097722975752,227,108.25,10,15.82,34.44,74.01,6.21,3
C#54700904946616,124,314.38,2,11.94,50.79,16.23,0.95,2
C#8831900004162,113,220.97,3,11.50,50.89,15.08,1.42,3
C#94746099324111,154,245.30,4,11.68,52.71,48.10,4.86,3
C#73291057309172,131,1200.77,8,233.49,54.22,16.90,6.00,6
C#16530092915248,142,460.03,2,28.69,44.77,20.83,2.95,9
C#89802308583359,67,363.35,3,49.59,29.60,16.90,2.08,7
C#23736720183287,77,131.76,4,43.44,26.68,19.47,1.35,11
C#73267913338086,136,235.81,5,15.88,64.18,17.13,1.47,2
C#66709998042698,261,1487.55,13,164.27,65.74,22.11,8.17,6
C#19521138742932,113,231.20,4,19.97,39.22,23.07,1.19,3
C#37810759893419,102,307.52,3,8.35,10.85,22.81,49.83,2
C#608185785827,91,275.72,4,48.01,32.29,22.46,2.95,8
C#2680177331608,83,118.38,1,0.90,39.44,10.05,0.74,2
C#23912878550163,188,1114.52,9,311.76,14.67,18.57,10.31,7
C#46117184017690,185,162.26,3,15.68,11.27,31.17,32.42,3
C#32260846608828,57,140.99,1,1.57,38.45,12.82,0.68,3
C#77861101880953,214,230.35,11,11.49,36.92,39.68,5.31,4
C#76780796694737,24,357.61,4,40.41,19.25,14.27,2.15,9
C#72802723266304,73,281.33,5,16.54,33.03,14.36,3.16,5
C#60111480937771,87,76.41,1,0.57,30.62,10.34,0.89,1
C#62186398493185,142,206.10,3,15.91,70.13,14.03,1.92,2
C#18622679722745,155,2197.16,9,271.01,63.77,15.79,7.92,4
C#94857093927823,173,110.83,2,1.23,28.39,9.79,1.17,2
C#42658587333889,110,168.71,4,21.66,15.25,23.15,47.49,4
C#37492873729223,117,208.66,3,9.08,55.78,27.61,0.49,2
C#88510793819611,145,229.07,1,14.02,75.94,23.61,1.47,2
C#32338995942155,71,48.74,2,1.00,37.51,10.34,0.42,2
C#87950482473291,221,216.98,4,15.20,11.81,18.63,49.15,3
C#5288719332946,107,115.82,1,0.85,38.01,7.92,0.80,3
C#15331334605148,109,197.59,3,18.77,35.69,24.61,1.05,2
C#6362747652223,156,98.48,1,1.21,68.73,10.80,0.94,3
C#70367193738036,128,175.27,4,14.37,40.55,13.89,1.57,2
C#2329996055941,223,277.61,7,15.47,46.74,42.25,6.02,2
C#25046500104179,245,2212.27,10,286.57,19.67,17.76,5.43,3
C#37951494897032,82,223.92,1,10.82,43.17,10.43,1.40,2
C#63125755547446,103,676.41,7,274.97,44.56,22.47,12.84,5
C#46017887172240,71,212.25,5,18.11,48.80,10.85,1.18,2
C#57863731405487,78,1747.82,11,159.04,35.27,14.86,10.94,8
C#76916353212096,93,324.65,6,17.62,53.18,7.77,2.96,7
C#43342008501928,193,230.14,3,22.29,9.95,10.34,37.08,3
C#23966658458961,139,384.84,3,59.28,62.59,17.37,2.48,6
C#21514921762427,187,288.25,3,14.49,49.50,21.40,1.37,2
C#1399200524310,194,391.04,3,51.13,72.67,15.44,4.01,9
C#59137492737839,104,490.81,4,33.58,52.19,16.84,3.11,10
C#69496246511025,226,240.28,5,16.63,50.54,45.82,4.92,2
C#45609916074753,103,97.17,1,1.03,49.19,7.82,0.91,2
C#37394545752447,103,499.42,4,40.00,58.06,24.23,3.26,7
C#31046131088265,114,483.14,5,45.22,32.98,28.30,1.96,6
C#38388207150847,167,300.60,9,16.49,43.22,73.51,5.06,4
C#25346057555430,188,343.62,10,12.33,39.14,44.87,2.00,4
C#36170783894852,172,115.41,1,0.51,15.79,10.75,0.75,2
C#53324402011789,206,339.51,7,12.44,34.28,53.93,9.42,3
C#4361164741584,212,963.58,7,168.15,31.17,9.90,10.10,3
C#72481761062945,124,333.53,9,11.33,48.44,49.66,4.64,3
C#56283079473831,271,264.21,2,21.13,9.22,28.95,52.45,3
C#55859749873148,150,255.78,3,15.11,44.46,15.41,1.12,3
C#35506422041653,128,236.67,3,11.82,61.78,16.92,0.62,2
C#88462263079951,146,346.70,3,30.23,63.63,19.37,4.15,6
C#39778175393097,100,138.63,4,15.78,36.10,16.44,0.91,2
C#44364444850739,95,284.52,4,15.44,12.95,27.90,17.81,3
C#88818387838870,232,263.12,3,18.50,17.11,26.12,30.44,3
C#50158169065330,115,238.88,1,10.99,32.18,16.34,1.12,3
C#59806911172922,140,127.65,1,1.55,53.91,16.44,0.85,3
C#18856824253690,258,310.20,7,15.98,27.06,77.81,6.73,2
C#22291016147127,192,119.41,1,0.92,54.84,15.11,0.87,2
C#98339219540027,121,519.45,4,56.36,55.43,25.36,1.54,8
C#86916162241381,135,191.23,4,15.26,37.62,25.36,1.56,2
C#13906942232183,164,1383.45,9,254.43,67.88,10.91,7.71,3
C#88407861936657,195,1122.32,5,225.01,62.54,13.37,9.57,7
C#21368816086209,220,415.58,8,13.91,50.93,81.93,4.03,3
C#39739566338562,147,304.00,5,53.61,37.59,24.03,3.38,10
C#83511384038768,159,108.89,3,14.80,23.85,17.90,1.29,2
C#77830836558912,133,173.33,1,0.98,43.04,11.44,0.83,3
C#66946534451217,178,189.93,3,12.64,39.51,19.24,1.79,1
C#31633731902509,62,227.15,3,17.03,46.20,21.23,1.71,1
C#80684296412964,126,188.16,2,5.36,48.40,32.39,1.54,3
C#41970262554466,131,128.08,4,18.00,83.61,20.66,1.24,1
C#7379358095880,80,212.46,3,46.30,58.72,23.95,2.58,7
C#29975419126644,83,151.16,3,22.09,20.99,20.25,1.54,2
C#60184352664754,200,266.70,3,23.62,16.05,25.45,45.91,3
C#87902511669108,190,302.81,5,16.58,8.97,25.66,38.29,3
C#72664114494504,126,291.50,3,12.10,39.08,17.66,1.55,2
C#69627167265063,193,290.29,4,21.49,8.67,44.51,41.92,3
C#79067538961994,80,94.66,3,11.90,39.01,15.68,1.01,2
C#99159804676926,165,264.84,9,9.68,43.13,86.72,2.99,3
C#79958953373937,37,46.21,1,1.33,35.52,15.60,1.04,1
C#66430714421939,132,110.17,1,0.24,32.63,11.22,1.46,3
C#6512932175211,302,444.28,15,18.66,46.52,60.39,5.02,4
C#30983099058051,159,217.05,2,10.62,47.98,26.57,1.84,2
C#36606490049253,143,238.19,3,16.78,57.36,19.92,0.96,1
C#1450706259182,127,162.17,9,15.79,54.91,70.70,7.55,4
C#51247848522537,93,98.82,2,1.64,37.62,8.48,1.30,2
C#8090018102063,60,187.20,3,8.61,60.03,20.03,1.20,3
C#31064970421634,103,357.18,2,29.39,60.34,36.07,2.72,5
C#31336799155147,178,215.79,2,9.68,52.31,23.85,1.22,2
C#80016020027478,108,122.27,1,1.41,28.34,8.65,0.74,2
C#9217104647790,137,178.44,1,0.65,60.66,11.67,0.77,3
C#24709268149127,144,175.32,1,16.35,48.12,21.98,1.81,1
C#97166409951922,130,83.76,2,1.43,57.76,15.99,1.18,3
C#6852819580863,68,193.55,4,56.06,48.33,16.29,3.65,9
C#69677615639301,116,240.19,4,22.85,55.50,19.12,1.76,1
C#88411423499905,116,139.72,4,20.27,36.54,17.95,0.99,1
C#18637803045638,207,390.65,13,9.92,3.59,56.17,6.46,5
C#70140798326713,63,616.29,2,58.87,44.00,25.08,2.27,4
C#4281037173665,146,347.90,2,40.58,61.36,23.26,2.14,7
C#70070251042460,170,310.57,10,9.25,25.96,96.07,8.26,4
C#86239870689775,102,118.06,4,5.97,58.62,25.14,1.02,1
C#22903441060364,122,179.76,4,22.94,16.27,23.70,19.74,2
C#75090802257596,178,431.35,5,51.40,37.48,11.39,3.14,9
C#59989683784947,84,258.50,3,12.18,54.47,17.38,1.58,2
C#29577525217370,107,1632.34,9,152.80,52.73,11.16,11.60,5
C#68692428451118,261,1450.96,7,270.21,47.45,9.33,7.08,6
C#5409227943475,183,335.75,3,12.80,61.70,16.75,1.00,2
C#16233011202775,134,165.19,2,11.30,62.35,21.38,1.54,3
C#77142829393535,126,1251.25,6,230.38,38.44,15.99,6.44,4
C#14717894757714,76,197.86,3,17.03,70.63,19.17,2.03,2
C#46500746780708,72,305.99,2,19.95,54.76,17.21,1.97,1
C#2968808304037,159,215.87,4,17.86,83.35,23.18,1.18,2
C#51286554232200,104,130.19,1,13.83,50.00,21.10,0.92,2
C#99823883905974,110,361.85,2,69.24,22.96,10.29,1.87,10
C#24190753611866,111,1549.27,6,222.59,40.33,10.15,7.20,4
C#51933968216240,92,88.75,3,10.46,28.12,28.16,0.84,2
C#81000138741467,117,72.79,2,1.35,44.99,8.55,0.53,4
C#31811364967283,252,216.15,9,15.54,32.02,67.92,5.75,3
C#67938955026541,292,121.32,3,10.93,10.65,14.65,27.85,4
C#68624822455768,136,222.42,4,14.51,26.61,11.70,1.31,3
C#84736866692176,155,194.18,2,12.91,24.38,31.57,1.14,2
C#20166931272717,217,443.87,2,52.59,48.35,20.74,2.85,11
C#41224861198868,141,272.40,3,13.26,46.87,19.36,1.27,2
C#77664290710581,142,131.55,1,1.04,22.74,10.63,0.67,2
C#56940698327018,49,165.55,3,14.23,59.38,15.81,0.84,2
C#99076487010410,129,223.00,3,6.71,32.82,16.62,2.22,1
C#74605549428682,80,533.29,2,61.99,20.24,18.51,1.76,10
C#48322814167977,91,1918.80,7,185.40,33.06,13.63,10.36,6
C#99559585010996,121,221.66,2,13.93,42.62,17.91,1.18,2
C#33335577715607,95,281.76,14,6.40,26.99,75.74,2.98,4
C#14586160908421,78,230.95,3,22.69,44.52,11.55,1.25,2
C#39574154322072,106,290.40,5,41.37,41.66,17.24,2.18,6
C#37433726341591,85,139.36,3,31.74,48.77,19.73,3.17,6
C#5510109964521,155,154.04,4,26.12,8.51,16.73,38.06,3
C#71591628629857,165,226.12,9,13.17,40.53,54.54,3.57,3
C#12745229394894,158,259.32,5,20.22,16.66,26.96,29.66,3
C#8033611157217,61,246.58,5,22.47,48.59,21.47,1.31,2
C#23764530544854,116,109.95,1,0.86,40.63,7.53,1.14,2
C#75584734736986,189,865.58,10,144.23,32.44,17.17,6.14,7
C#20068935996454,167,165.37,3,12.18,8.56,34.79,29.74,3
C#83443018195583,131,106.77,1,0.94,19.87,6.89,1.12,1
C#56829639288449,167,374.65,3,22.94,11.80,20.51,51.74,2
C#65941931643990,122,484.18,5,65.70,44.59,17.26,2.53,12
C#4418727245705,119,127.91,1,16.26,32.78,11.30,0.39,2
C#80949306585186,110,49.28,1,1.31,46.54,9.39,1.45,2
C#98910819636375,121,153.00,1,1.11,58.19,8.89,0.44,3
C#90783738492815,122,214.21,4,10.56,25.52,21.75,1.52,2
